id,市区町村,都道府県,面積(km2),経度,緯度
22012,駿東郡小山町,静岡県,132.34,138.9188,35.36001
22013,賀茂郡松崎町,静岡県,84.98,138.82049,34.74587
22014,Numadu,静岡県,187.3,138.83043,35.07759
22015,Yaidu,静岡県,70.08,138.30119,34.84034
22016,周智郡森町,静岡県,133.82,137.94762,34.88668
22017,裾野市,静岡県,137.79,138.87755,35.22546
22018,駿東郡清水町,静岡県,8.81,138.89866,35.09751
22019,Nishiizu-Cho,静岡県,105.4,138.81742,34.82341
22020,熱海市,静岡県,61.16,139.06237,35.09095
22021,田方郡函南町,静岡県,65.12,138.99411,35.11391
22022,磐田市,静岡県,165.46,137.85119,34.74417
22023,富士宮市,静岡県,387.59,138.60883,35.3026
22024,富士市,静岡県,245.17,138.69899,35.20111
22025,牧之原市,静岡県,111.35,138.18568,34.73223
22026,Hamamatsu,静岡県,1559.12,137.80403,34.95299
22027,Shizuoka,静岡県,1413.25,138.31179,35.19813
22028,袋井市,静岡県,106.05,137.92851,34.74249
22029,榛原郡川根本町,静岡県,496.49,138.10329,35.16353
22030,島田市,静岡県,315.22,138.12657,34.91231
22031,藤枝市,静岡県,194.0,138.23379,34.91945
22032,御殿場市,静岡県,194.88,138.87887,35.29895
22033,賀茂郡東伊豆町,静岡県,77.79,139.02823,34.82657
22034,賀茂郡南伊豆町,静岡県,110.54,138.83129,34.66427
22035,駿東郡長泉町,静岡県,26.79,138.87074,35.1664
23001,あま市,愛知県,27.46,136.80346,35.18837
23002,みよし市,愛知県,32.2,137.08882,35.094
23003,知多郡阿久比町,愛知県,23.65,136.91102,34.93489
23004,Ansai,愛知県,66.91,136.71127,35.17196
23005,安城市,愛知県,86.02,137.07195,34.94374
23006,一宮市,愛知県,113.53,136.79311,35.30877
23007,稲沢市,愛知県,79.44,136.76358,35.23987
23008,岡崎市,愛知県,386.94,137.25838,34.951
23009,海部郡蟹江町,愛知県,11.14,136.78523,35.13038
23010,Gamagori,愛知県,56.23,137.22767,34.8267
23011,刈谷市,愛知県,50.46,137.0175,35.00294
23012,岩倉市,愛知県,10.49,136.86878,35.27837
23013,犬山市,愛知県,74.82,136.98048,35.36153
23014,Kouta,愛知県,56.8,137.16577,34.86227
23015,江南市,愛知県,30.16,136.87045,35.34328
23016,高浜市,愛知県,12.99,136.99557,34.93239
23017,春日井市,愛知県,92.55,137.00673,35.27305
23018,小牧市,愛知県,62.89,136.94992,35.29855
23019,常滑市,愛知県,55.72,136.85834,34.89002
23020,Shinshiro,愛知県,498.84,137.54266,34.96004
23021,瀬戸市,愛知県,111.38,137.11673,35.23822
23022,清須市,愛知県,17.36,136.84766,35.21326
23023,西尾市,愛知県,160.58,137.07053,34.83348
23024,北設楽郡設楽町,愛知県,274.43,137.55485,35.12262
23025,丹羽郡大口町,愛知県,13.52,136.91072,35.33123
23026,Oharu,愛知県,6.59,136.82225,35.17351
23027,大府市,愛知県,33.65,136.95488,35.01897
23028,知多市,愛知県,46.08,136.86507,34.97025
23029,知立市,愛知県,16.36,137.0497,34.99916
23030,長久手市,愛知県,21.5,137.05925,35.17561
23031,津島市,愛知県,25.01,136.7527,35.1695
23032,田原市,愛知県,190.0,137.18403,34.64083
23033,知多郡東浦町,愛知県,31.04,136.95536,34.96878
23034,北設楽郡東栄町,愛知県,123.26,137.69,35.08964
23035,東海市,愛知県,43.38,136.90002,35.02628
23036,愛知郡東郷町,愛知県,17.97,137.05368,35.101
23037,知多郡南知多町,愛知県,36.3,136.91784,34.72974
23038,日進市,愛知県,34.93,137.05108,35.13748
23039,半田市,愛知県,47.46,136.92633,34.89947
23040,海部郡飛島村,愛知県,24.01,136.80369,35.07587
23041,尾張旭市,愛知県,21.11,137.03665,35.217
23042,知多郡美浜町,愛知県,46.28,136.88978,34.77786
23043,丹羽郡扶桑町,愛知県,11.27,136.91353,35.36099
23044,知多郡武豊町,愛知県,26.07,136.90663,34.84357
23045,碧南市,愛知県,37.6,136.99189,34.87827
23046,豊橋市,愛知県,260.49,137.41033,34.74025
23047,北設楽郡豊根村,愛知県,156.03,137.7395,35.17148
23048,西春日井郡豊山町,愛知県,6.15,136.91646,35.25094
23049,豊川市,愛知県,160.11,137.36142,34.84803
23050,Toyota,愛知県,918.68,137.30122,35.14196
23051,豊明市,愛知県,23.47,137.01013,35.06054
23052,北名古屋市,愛知県,18.32,136.87254,35.24697
23053,弥富市,愛知県,48.64,136.76091,35.08169
23054,Nagoya,愛知県,329.64,136.92427,35.1449
23055,Kasamatsu,愛知県,10.55,136.77013,35.36601
24001,いなべ市,三重県,219.96,136.50794,35.16053
24002,伊賀市,三重県,557.75,136.18505,34.74952
24003,伊勢市,三重県,208.47,136.71587,34.46749
24004,南牟婁郡紀宝町,三重県,79.73,135.9696,33.772
24005,北牟婁郡紀北町,三重県,255.48,136.23687,34.17648
24006,亀山市,三重県,190.99,136.39333,34.86871
24007,度会郡玉城町,三重県,40.93,136.62067,34.48083
24008,熊野市,三重県,373.8,136.02644,33.92284
24009,桑名市,三重県,136.38,136.65609,35.09426
24010,三重郡菰野町,三重県,106.99,136.48346,35.04021
24011,南牟婁郡御浜町,三重県,87.96,136.00934,33.83996
24012,四日市市,三重県,206.63,136.57616,34.97978
24013,志摩市,三重県,178.68,136.81383,34.34545
24014,松阪市,三重県,623.18,136.35673,34.48656
24015,三重郡川越町,三重県,8.8,136.68064,35.01989
24016,多気郡多気町,三重県,103.04,136.50159,34.47018
24017,度会郡大紀町,三重県,233.23,136.41222,34.3158
24018,多気郡大台町,三重県,363.28,136.26248,34.31595
24019,三重郡朝日町,三重県,6.13,136.66172,35.03635
24020,鳥羽市,三重県,105.71,136.8543,34.43604
24021,津市,三重県,711.47,136.36664,34.66006
24022,度会郡度会町,三重県,135.18,136.57867,34.39021
24023,員弁郡東員町,三重県,22.47,136.58973,35.07946
24024,度会郡南伊勢町,三重県,242.68,136.58479,34.31111
24025,尾鷲市,三重県,192.89,136.17918,34.03446
24026,名張市,三重県,129.79,136.11833,34.60926
24027,多気郡明和町,三重県,41.15,136.62668,34.55049
24028,Kisosaki,三重県,16.22,136.74001,35.06533
24029,鈴鹿市,三重県,194.69,136.52244,34.89013
25001,大津市,滋賀県,464.71,135.91254,35.0876
25002,東近江市,滋賀県,388.09,136.28732,35.10697
25003,彦根市,滋賀県,197.06,136.2059,35.26519
25004,高島市,滋賀県,693.2,135.98616,35.37196
25005,近江八幡市,滋賀県,177.44,136.0765,35.16517
25006,長浜市,滋賀県,680.73,136.22472,35.5007
25007,Maibara,滋賀県,250.1,136.35088,35.38397
25008,犬上郡多賀町,滋賀県,135.71,136.34434,35.21067
25009,犬上郡甲良町,滋賀県,13.64,136.26505,35.20248
25010,愛知郡愛荘町,滋賀県,38.12,136.24795,35.16919
25011,犬上郡豊郷町,滋賀県,7.88,136.23164,35.1983
25012,野洲市,滋賀県,80.21,136.02042,35.10358
25013,守山市,滋賀県,55.84,135.96979,35.09017
25014,草津市,滋賀県,67.6,135.938,35.02603
25015,栗東市,滋賀県,52.87,136.01425,34.99912
25016,湖南市,滋賀県,70.39,136.08754,34.99985
25017,蒲生郡竜王町,滋賀県,44.39,136.11329,35.05766
25018,甲賀市,滋賀県,481.67,136.1799,34.91788
25019,蒲生郡日野町,滋賀県,117.51,136.26369,35.013
26001,与謝郡伊根町,京都府,60.9,135.24762,35.7142
26002,京丹後市,京都府,494.61,135.04766,35.63083
26003,宮津市,京都府,169.86,135.20294,35.5189
26004,与謝郡与謝野町,京都府,107.11,135.10154,35.50958
26005,福知山市,京都府,553.08,135.11333,35.32407
26006,綾部市,京都府,346.91,135.34466,35.35268
26007,南丹市,京都府,616.81,135.5594,35.22742
26008,船井郡京丹波町,京都府,303.05,135.39108,35.22328
26009,亀岡市,京都府,224.81,135.53897,35.01013
26010,Kyoto,京都府,827.88,135.7274,35.10604
26011,長岡京市,京都府,19.3,135.68019,34.92462
26012,乙訓郡大山崎町,京都府,6.06,135.68716,34.90219
26013,Yawata,京都府,24.21,135.71455,34.86689
26014,Muko,京都府,7.7,135.70274,34.94985
26015,宇治市,京都府,67.49,135.82038,34.90287
26016,久世郡久御山町,京都府,13.75,135.74538,34.88957
26017,城陽市,京都府,32.65,135.79761,34.8456
26018,綴喜郡宇治田原町,京都府,58.14,135.88759,34.85494
26019,綴喜郡井手町,京都府,17.83,135.82815,34.81043
26020,相楽郡和束町,京都府,65.05,135.92918,34.8105
26021,木津川市,京都府,85.46,135.84843,34.75139
26022,相楽郡笠置町,京都府,23.26,135.94957,34.7646
26023,相楽郡南山城村,京都府,64.35,136.00241,34.76602
26024,相楽郡精華町,京都府,25.89,135.77585,34.75749
26025,京田辺市,京都府,42.88,135.75846,34.8065
26026,舞鶴市,京都府,340.26,135.33967,35.46954
27001,豊能郡能勢町,大阪府,98.64,135.413,34.98084
27002,豊能郡豊能町,大阪府,34.15,135.48218,34.91408
27003,茨木市,大阪府,76.49,135.54983,34.85594
27004,高槻市,大阪府,105.18,135.6078,34.8807
27005,三島郡島本町,大阪府,16.85,135.6532,34.89885
27006,枚方市,大阪府,65.36,135.68162,34.8178
27007,箕面市,大阪府,47.95,135.47922,34.85593
27008,池田市,大阪府,22.09,135.43817,34.83447
27009,豊中市,大阪府,36.38,135.4727,34.78191
27010,吹田市,大阪府,36.03,135.51924,34.78563
27011,Osaka,大阪府,224.64,135.50401,34.67159
27012,守口市,大阪府,12.76,135.57626,34.74162
27013,摂津市,大阪府,14.76,135.5694,34.77598
27014,交野市,大阪府,25.42,135.6869,34.77217
27015,寝屋川市,大阪府,24.61,135.6269,34.76543
27016,四條畷市,大阪府,18.83,135.668,34.73253
27017,門真市,大阪府,12.43,135.59943,34.73228
27018,大東市,大阪府,18.27,135.63576,34.71284
27019,東大阪市,大阪府,61.4,135.6176,34.67117
27020,八尾市,大阪府,41.87,135.61632,34.62034
27021,松原市,大阪府,16.58,135.551,34.5802
27022,Kashiwara,大阪府,25.28,135.64641,34.57918
27023,藤井寺市,大阪府,8.92,135.60385,34.5741
27024,羽曳野市,大阪府,26.45,135.60629,34.54809
27025,Sakai,大阪府,153.4,135.49535,34.53143
27026,大阪狭山市,大阪府,11.91,135.54882,34.49637
27027,富田林市,大阪府,39.68,135.59426,34.48871
27028,南河内郡太子町,大阪府,14.2,135.65264,34.51762
27029,南河内郡河南町,大阪府,25.11,135.64892,34.4847
27030,南河内郡千早赤阪村,大阪府,37.35,135.6483,34.43847
27031,河内長野市,大阪府,109.67,135.56701,34.4055
27032,和泉市,大阪府,85.02,135.47164,34.43135
27033,高石市,大阪府,13.62,135.42701,34.52943
27034,泉大津市,大阪府,16.23,135.40421,34.50813
27035,岸和田市,大阪府,71.79,135.41601,34.42749
27036,貝塚市,大阪府,43.95,135.38741,34.39834
27037,泉南郡熊取町,大阪府,17.02,135.36406,34.38895
27038,泉佐野市,大阪府,56.74,135.34192,34.3758
27039,泉南郡田尻町,大阪府,5.71,135.23471,34.43439
27040,泉南市,大阪府,49.16,135.29414,34.34898
27041,阪南市,大阪府,36.32,135.23526,34.33122
27042,泉南郡岬町,大阪府,48.96,135.15209,34.30328
27043,泉北郡忠岡町,大阪府,4.06,135.39372,34.49259
28001,豊岡市,兵庫県,697.64,134.82651,35.51288
28002,朝来市,兵庫県,403.07,134.82551,35.26087
28003,美方郡香美町,兵庫県,368.49,134.59028,35.52336
28004,Yabu,兵庫県,423.29,134.68582,35.3531
28005,美方郡新温泉町,兵庫県,240.77,134.48278,35.5597
28006,多可郡多可町,兵庫県,185.08,134.90491,35.08351
28007,Tamba,兵庫県,493.27,135.04944,35.1746
28008,宍粟市,兵庫県,658.41,134.54517,35.15374
28009,佐用郡佐用町,兵庫県,307.17,134.37057,35.02022
28010,神崎郡神河町,兵庫県,202.34,134.76884,35.11058
28011,Sasayama,兵庫県,377.92,135.23172,35.07344
28012,宝塚市,兵庫県,102.06,135.33558,34.85391
28013,Sanda,兵庫県,210.29,135.21754,34.95197
28014,川辺郡猪名川町,兵庫県,90.26,135.34984,34.94617
28015,西脇市,兵庫県,132.26,134.99491,35.00922
28016,姫路市,兵庫県,531.04,134.67081,34.91072
28017,Kamigori,兵庫県,150.35,134.35045,34.88653
28018,たつの市,兵庫県,210.69,134.5188,34.88774
28019,相生市,兵庫県,90.34,134.45565,34.84074
28020,Fukusaki,兵庫県,45.71,134.75098,34.96303
28021,加西市,兵庫県,151.19,134.85425,34.92338
28022,神崎郡市川町,兵庫県,82.61,134.78119,35.01407
28023,加東市,兵庫県,157.76,135.02239,34.92766
28024,西宮市,兵庫県,98.34,135.31223,34.7858
28025,川西市,兵庫県,53.43,135.41107,34.87748
28026,小野市,兵庫県,92.55,134.95139,34.85861
28027,三木市,兵庫県,176.6,135.0589,34.83533
28028,Kobe,兵庫県,555.47,135.12996,34.74608
28029,加古川市,兵庫県,138.43,134.85095,34.79153
28030,揖保郡太子町,兵庫県,22.77,134.59086,34.8332
28031,赤穂市,兵庫県,126.49,134.3725,34.78888
28032,高砂市,兵庫県,34.21,134.78568,34.77531
28033,明石市,兵庫県,48.92,134.9428,34.6828
28034,加古郡播磨町,兵庫県,9.16,134.86913,34.71828
28035,加古郡稲美町,兵庫県,35.1,134.92348,34.75232
28036,芦屋市,兵庫県,18.4,135.2987,34.74845
28037,尼崎市,兵庫県,51.44,135.41103,34.73399
28038,伊丹市,兵庫県,24.76,135.40677,34.78529
28039,淡路市,兵庫県,182.33,134.9134,34.49553
28040,洲本市,兵庫県,182.19,134.85443,34.3392
28041,南あわじ市,兵庫県,229.3,134.76423,34.27521
29001,北葛城郡広陵町,奈良県,16.44,135.74678,34.55079
29002,生駒郡安堵町,奈良県,4.28,135.75529,34.60175
29003,磯城郡川西町,奈良県,5.87,135.7724,34.58791
29004,磯城郡三宅町,奈良県,4.16,135.77414,34.57376
29005,生駒市,奈良県,53.04,135.71037,34.70792
29006,生駒郡平群町,奈良県,23.94,135.68822,34.63327
29007,奈良市,奈良県,276.39,135.89079,34.67452
29008,Sango,奈良県,8.77,135.68416,34.60358
29009,生駒郡斑鳩町,奈良県,14.3,135.73049,34.61403
29010,Yamatokoriyama,奈良県,42.66,135.77467,34.63388
29011,山辺郡山添村,奈良県,66.76,136.02694,34.66416
29012,天理市,奈良県,86.62,135.86443,34.59564
29013,磯城郡田原本町,奈良県,21.13,135.79386,34.55413
29014,宇陀市,奈良県,247.69,135.99787,34.5204
29015,桜井市,奈良県,99.02,135.87969,34.52136
29016,高市郡明日香村,奈良県,24.11,135.82804,34.45897
29017,高市郡高取町,奈良県,25.79,135.79482,34.43814
29018,Soni,奈良県,47.72,136.12277,34.51838
29019,宇陀郡御杖村,奈良県,79.39,136.15933,34.47771
29020,北葛城郡王寺町,奈良県,7.06,135.6963,34.5848
29021,北葛城郡河合町,奈良県,8.1,135.73218,34.58029
29022,北葛城郡上牧町,奈良県,6.15,135.71542,34.56552
29023,橿原市,奈良県,39.38,135.78991,34.50142
29024,香芝市,奈良県,24.31,135.68996,34.54868
29025,大和高田市,奈良県,16.49,135.74383,34.51008
29026,葛城市,奈良県,33.84,135.70468,34.49684
29027,Gose,奈良県,60.55,135.72096,34.4331
29028,五條市,奈良県,292.14,135.75039,34.25679
29029,吉野郡東吉野村,奈良県,131.96,136.02793,34.40658
29030,吉野郡吉野町,奈良県,95.54,135.89357,34.39867
29031,吉野郡大淀町,奈良県,38.2,135.79859,34.40292
29032,吉野郡下市町,奈良県,62.1,135.80689,34.33775
29033,吉野郡川上村,奈良県,269.01,136.02044,34.29265
29034,吉野郡黒滝村,奈良県,47.72,135.86393,34.3079
29035,Tenkawa,奈良県,175.38,135.86845,34.22721
29036,吉野郡上北山村,奈良県,274.8,136.02046,34.13757
29037,吉野郡野迫川村,奈良県,154.81,135.64455,34.13615
29038,Totsukawa,奈良県,672.31,135.7643,34.01068
29039,吉野郡下北山村,奈良県,133.43,135.95229,34.04534
30001,和歌山市,和歌山県,208.52,135.19909,34.24154
30002,伊都郡九度山町,和歌山県,44.33,135.57965,34.26638
30003,橋本市,和歌山県,130.45,135.61049,34.32294
30004,岩出市,和歌山県,38.46,135.30567,34.28094
30005,Koya,和歌山県,136.89,135.60908,34.21427
30006,紀の川市,和歌山県,228.41,135.39409,34.25398
30007,伊都郡かつらぎ町,和歌山県,151.81,135.51239,34.23671
30008,田辺市,和歌山県,1027.39,135.57762,33.82631
30009,海南市,和歌山県,101.15,135.22557,34.14115
30010,海草郡紀美野町,和歌山県,128.06,135.38944,34.15391
30011,有田市,和歌山県,35.81,135.14333,34.08164
30012,Hirogawa,和歌山県,64.83,135.20734,33.99103
30013,有田郡有田川町,和歌山県,352.08,135.36644,34.07187
30014,有田郡湯浅町,和歌山県,21.02,135.19268,34.03541
30015,御坊市,和歌山県,43.67,135.17631,33.88046
30016,日高郡由良町,和歌山県,30.44,135.1225,33.97558
30017,日高郡日高町,和歌山県,46.12,135.12222,33.93291
30018,日高郡美浜町,和歌山県,13.04,135.11601,33.89547
30019,日高郡日高川町,和歌山県,331.47,135.3585,33.95969
30020,日高郡印南町,和歌山県,113.52,135.27879,33.85626
30021,日高郡みなべ町,和歌山県,120.4,135.34994,33.82956
30022,西牟婁郡白浜町,和歌山県,201.05,135.47217,33.6363
30023,西牟婁郡上富田町,和歌山県,57.64,135.45717,33.70621
30024,西牟婁郡すさみ町,和歌山県,174.14,135.57056,33.5717
30025,新宮市,和歌山県,256.67,135.85838,33.7609
30026,東牟婁郡串本町,和歌山県,133.73,135.75875,33.51833
30027,東牟婁郡太地町,和歌山県,5.94,135.94265,33.58979
30028,東牟婁郡那智勝浦町,和歌山県,182.29,135.87514,33.64245
30029,東牟婁郡古座川町,和歌山県,294.86,135.73559,33.61114
30030,東牟婁郡北山村,和歌山県,48.28,135.95126,33.95988
31001,岩美郡岩美町,鳥取県,122.29,134.36262,35.54468
31002,境港市,鳥取県,29.22,133.23115,35.51864
31003,東伯郡琴浦町,鳥取県,139.74,133.64097,35.45029
31004,日野郡江府町,鳥取県,124.55,133.52104,35.29336
31005,Miasa,鳥取県,233.4,133.89387,35.35275
31006,八頭郡若桜町,鳥取県,199.16,134.44039,35.32265
31007,倉吉市,鳥取県,271.99,133.74556,35.39056
31008,Daisen,鳥取県,190.07,133.52872,35.45267
31009,Chidu,鳥取県,224.2,134.26266,35.24952
31010,鳥取市,鳥取県,766.06,134.15822,35.42983
31011,東伯郡湯梨浜町,鳥取県,78.02,133.90922,35.4727
31012,西伯郡南部町,鳥取県,113.99,133.3501,35.32064
31013,Hiedu,鳥取県,4.12,133.37938,35.44389
31014,日野郡日南町,鳥取県,340.76,133.26133,35.15767
31015,日野郡日野町,鳥取県,133.83,133.4149,35.2097
31016,西伯郡伯耆町,鳥取県,139.37,133.4417,35.33313
31017,Yazu,鳥取県,206.92,134.32091,35.38138
31018,米子市,鳥取県,132.52,133.35915,35.43418
31019,東伯郡北栄町,鳥取県,57.2,133.7689,35.47591
32001,安来市,島根県,420.99,133.19952,35.33393
32002,隠岐郡隠岐の島町,島根県,241.02,133.27924,36.25141
32003,雲南市,島根県,553.14,132.89538,35.24355
32004,益田市,島根県,732.92,131.94437,34.62415
32005,仁多郡奥出雲町,島根県,368.32,133.04158,35.15791
32006,Ama,島根県,32.22,133.09821,36.08381
32007,鹿足郡吉賀町,島根県,336.77,131.89188,34.39446
32008,江津市,島根県,268.6,132.29553,34.97488
32009,出雲市,島根県,624.56,132.7546,35.3455
32010,松江市,島根県,571.52,133.06864,35.46763
32011,隠岐郡西ノ島町,島根県,55.73,133.01576,36.09639
32012,邑智郡川本町,島根県,106.37,132.47803,34.99037
32013,Ooda,島根県,435.99,132.49417,35.13563
32014,Chibu,島根県,12.85,133.03075,36.01506
32015,鹿足郡津和野町,島根県,306.78,131.80843,34.51261
32016,飯石郡飯南町,島根県,242.5,132.73717,35.06105
32017,邑智郡美郷町,島根県,283.35,132.59921,35.02956
32018,浜田市,島根県,689.95,132.14124,34.82175
32019,邑智郡邑南町,島根県,419.36,132.5018,34.8768
33001,Ibara,岡山県,243.88,133.47362,34.65035
33002,笠岡市,岡山県,133.1,133.50873,34.51721
33003,加賀郡吉備中央町,岡山県,268.84,133.75097,34.8586
33004,久米郡久米南町,岡山県,78.7,133.95792,34.92234
33005,苫田郡鏡野町,岡山県,419.47,133.90897,35.20618
33006,玉野市,岡山県,104.5,133.93541,34.51725
33007,高梁市,岡山県,546.94,133.5226,34.81724
33008,勝田郡勝央町,岡山県,54.16,134.13037,35.05787
33009,新見市,岡山県,793.34,133.44903,35.0157
33010,真庭郡新庄村,岡山県,67.09,133.56044,35.20333
33011,真庭市,岡山県,828.62,133.6936,35.13557
33012,瀬戸内市,岡山県,124.97,134.13727,34.66658
33013,英田郡西粟倉村,岡山県,57.73,134.34089,35.19331
33014,赤磐市,岡山県,209.47,134.03957,34.83358
33015,浅口市,岡山県,66.55,133.59461,34.53604
33016,倉敷市,岡山県,352.63,133.74736,34.55955
33017,Hayashima,岡山県,7.67,133.823,34.60865
33018,総社市,岡山県,212.11,133.70227,34.70263
33019,津山市,岡山県,506.63,134.02995,35.13851
33020,勝田郡奈義町,岡山県,69.5,134.18455,35.13625
33021,備前市,岡山県,255.69,134.23044,34.7981
33022,久米郡美咲町,岡山県,232.08,133.93827,34.98368
33023,美作市,岡山県,429.4,134.23008,35.04289
33024,小田郡矢掛町,岡山県,90.88,133.58984,34.63093
33025,浅口郡里庄町,岡山県,12.26,133.55679,34.51312
33026,Wake,岡山県,144.25,134.1378,34.83873
33027,Okayama,岡山県,794.31,133.92443,34.71446
34001,安芸高田市,広島県,538.81,132.67837,34.70295
34002,山県郡安芸太田町,広島県,341.73,132.25609,34.6032
34003,安芸郡海田町,広島県,13.8,132.55287,34.36671
34004,安芸郡熊野町,広島県,33.62,132.59167,34.34613
34005,呉市,広島県,346.42,132.63613,34.26606
34006,Etajima,広島県,98.71,132.44849,34.21875
34007,安芸郡坂町,広島県,15.59,132.5138,34.32436
34008,三原市,広島県,470.68,133.00183,34.45876
34009,Miyoshi,広島県,777.38,132.86602,34.79317
34010,庄原市,広島県,1246.69,133.06659,34.94556
34011,神石郡神石高原町,広島県,382.11,133.26164,34.75543
34012,世羅郡世羅町,広島県,278.23,133.01681,34.61418
34013,Osakikamijima,広島県,41.27,132.89163,34.2379
34014,大竹市,広島県,78.07,132.18411,34.26239
34015,竹原市,広島県,116.7,132.88111,34.36862
34016,東広島市,広島県,635.24,132.76094,34.44815
34017,廿日市市,広島県,490.17,132.17801,34.40584
34018,尾道市,広島県,283.05,133.16218,34.48465
34019,Fuchu,広島県,195.7,133.17502,34.63654
34020,府中市,広島県,10.44,132.51744,34.39753
34021,福山市,広島県,514.9,133.33593,34.52641
34022,山県郡北広島町,広島県,645.83,132.40109,34.70709
34023,Hiroshima,広島県,906.25,132.45252,34.47793
35001,下関市,山口県,715.05,130.99389,34.17236
35002,長門市,山口県,356.88,131.14316,34.34643
35003,美祢市,山口県,472.31,131.25257,34.20954
35004,山陽小野田市,山口県,133.45,131.15761,34.04028
35005,萩市,山口県,696.45,131.51542,34.42738
35006,山口市,山口県,1023.95,131.57628,34.23362
35007,宇部市,山口県,288.22,131.27523,34.04418
35008,阿武郡阿武町,山口県,115.67,131.55293,34.53084
35009,下松市,山口県,88.95,131.89136,34.04143
35010,岩国市,山口県,871.18,132.0645,34.207
35011,光市,山口県,92.16,131.97705,33.98296
35012,周南市,山口県,655.02,131.82823,34.15124
35013,大島郡周防大島町,山口県,132.47,132.2783,33.91408
35014,Kaminoseki,山口県,33.02,132.07609,33.82231
35015,熊毛郡田布施町,山口県,49.8,132.02836,33.9497
35016,Hirao,山口県,34.48,132.08893,33.91777
35017,防府市,山口県,188.39,131.57066,34.07248
35018,柳井市,山口県,139.22,132.12483,33.97979
35019,玖珂郡和木町,山口県,10.47,132.21156,34.1957
36001,美馬郡つるぎ町,徳島県,194.61,134.05363,33.96249
36002,阿南市,徳島県,277.89,134.60448,33.87738
36003,阿波市,徳島県,191.16,134.28893,34.12182
36004,海部郡海陽町,徳島県,327.56,134.27314,33.64586
36005,吉野川市,徳島県,144.25,134.2836,34.03706
36006,名東郡佐那河内村,徳島県,42.27,134.45251,33.98258
36007,三好市,徳島県,721.81,133.84554,33.92474
36008,勝浦郡勝浦町,徳島県,69.79,134.48963,33.92877
36009,小松島市,徳島県,45.35,134.59539,33.98423
36010,板野郡松茂町,徳島県,13.7,134.59219,34.13571
36011,勝浦郡上勝町,徳島県,109.52,134.38341,33.90019
36012,Kamiita,徳島県,34.28,134.40602,34.13085
36013,名西郡神山町,徳島県,173.56,134.33706,33.97696
36014,名西郡石井町,徳島県,28.83,134.43356,34.07818
36015,三好郡東みよし町,徳島県,122.51,133.91785,34.03557
36016,徳島市,徳島県,189.99,134.52374,34.04959
36017,那賀郡那賀町,徳島県,695.38,134.26294,33.80016
36018,板野郡板野町,徳島県,36.18,134.45233,34.1526
36019,海部郡美波町,徳島県,140.29,134.5115,33.7529
36020,美馬市,徳島県,367.28,134.1432,34.01882
36021,板野郡北島町,徳島県,8.83,134.54998,34.1275
36022,海部郡牟岐町,徳島県,55.95,134.41452,33.68875
36023,鳴門市,徳島県,134.45,134.54072,34.1837
36024,板野郡藍住町,徳島県,16.32,134.49437,34.12661
37001,坂出市,香川県,89.52,133.89436,34.3208
37002,善通寺市,香川県,40.3,133.77785,34.22422
37003,さぬき市,香川県,158.87,134.21323,34.26638
37004,仲多度郡まんのう町,香川県,193.95,133.91231,34.1413
37005,Ayagawa,香川県,109.89,133.96234,34.21
37006,Utadu,香川県,8.04,133.82678,34.30687
37007,観音寺市,香川県,117.39,133.67646,34.07872
37008,丸亀市,香川県,108.86,133.84171,34.25632
37009,仲多度郡琴平町,香川県,8.48,133.81814,34.19543
37010,高松市,香川県,373.14,134.05387,34.26717
37011,Mitoyoshi,香川県,220.92,133.72687,34.15988
37012,木田郡三木町,香川県,76.4,134.13811,34.23362
37013,Syoudoshima,香川県,95.62,134.29375,34.49052
37014,仲多度郡多度津町,香川県,23.69,133.74548,34.25771
37015,香川郡直島町,香川県,9.38,133.98523,34.45925
37016,小豆郡土庄町,香川県,73.41,134.2439,34.52124
37017,東かがわ市,香川県,153.36,134.33322,34.21196
38001,南宇和郡愛南町,愛媛県,237.85,132.5849,32.98822
38002,西宇和郡伊方町,愛媛県,93.41,132.21233,33.43383
38003,伊予市,愛媛県,194.22,132.68953,33.68168
38004,Uwajima,愛媛県,464.98,132.56287,33.17761
38005,北宇和郡鬼北町,愛媛県,242.01,132.74946,33.29987
38006,上浮穴郡久万高原町,愛媛県,583.71,132.98495,33.63562
38007,今治市,愛媛県,412.51,132.94802,34.01494
38008,四国中央市,愛媛県,420.92,133.53622,33.93552
38009,松山市,愛媛県,426.8,132.81254,33.87404
38010,Masaki,愛媛県,20.46,132.72552,33.79179
38011,北宇和郡松野町,愛媛県,98.59,132.71176,33.20534
38012,Kamijima,愛媛県,29.3,133.14722,34.26033
38013,新居浜市,愛媛県,233.86,133.32925,33.89932
38014,西条市,愛媛県,509.96,133.11215,33.86131
38015,西予市,愛媛県,513.95,132.63267,33.39408
38016,大洲市,愛媛県,432.25,132.59848,33.51988
38017,伊予郡砥部町,愛媛県,101.52,132.7892,33.69503
38018,東温市,愛媛県,211.36,132.92663,33.80368
38019,喜多郡内子町,愛媛県,299.66,132.75703,33.56963
38020,八幡浜市,愛媛県,131.78,132.43257,33.47294
39001,吾川郡いの町,高知県,471.19,133.31204,33.68081
39002,安芸市,高知県,317.04,133.95431,33.58788
39003,安芸郡安田町,高知県,53.31,134.00759,33.48821
39004,高岡郡越知町,高知県,111.38,133.22179,33.54311
39005,安芸郡芸西村,高知県,39.84,133.82726,33.54849
39006,香南市,高知県,126.72,133.78025,33.58361
